Index,A,B,C,D,Label,Rank
1268,True,True,True,True,True,0.914
1269,False,True,True,True,True,0.784
1270,False,True,False,False,False,0.107
1271,False,True,True,True,True,0.762
1272,False,False,True,False,False,0.255
1273,True,False,True,True,True,0.718
1274,False,False,False,False,False,0.11
1275,False,True,False,True,False,0.441
1276,True,True,False,True,True,0.65
1277,True,True,True,True,True,0.858
1278,False,True,False,False,False,0.095
1279,True,True,True,True,True,0.821
1280,True,False,False,True,False,0.466
1281,True,True,True,True,True,0.831
1282,True,True,False,True,False,0.561
1283,False,False,True,True,True,0.615
1284,False,True,False,False,False,0.147
1285,True,True,False,True,True,0.686
1286,False,False,False,True,False,0.377
1287,True,False,True,True,True,0.723
1288,False,True,True,False,False,0.352
1289,True,False,True,True,True,0.888
1290,False,False,False,True,False,0.483
1291,True,False,False,True,True,0.681
1292,True,False,True,True,True,0.819
1293,False,True,True,False,False,0.383
1294,False,False,False,True,False,0.457
1295,True,False,False,True,False,0.529
1296,True,True,False,True,True,0.607
1297,True,True,True,True,True,0.871
1298,False,True,True,True,True,0.641
1299,True,True,True,True,True,0.849
1300,True,False,True,False,False,0.426
1301,False,False,False,False,False,0.15
1302,True,True,False,True,False,0.587
1303,False,False,False,False,False,0.082
1304,True,True,True,False,False,0.514
1305,False,False,False,False,False,0.13
1306,False,False,True,True,True,0.736
1307,True,False,True,True,True,0.807
1308,True,True,False,True,True,0.766
1309,True,True,False,True,False,0.537
1310,False,False,False,False,False,0.18
1311,False,False,False,True,False,0.397
1312,False,False,False,False,False,0.01
1313,False,True,False,True,True,0.617
1314,False,True,False,False,False,0.079
1315,False,False,False,False,False,0.178
1316,False,False,False,True,False,0.393
1317,False,True,False,True,False,0.484
1318,True,False,False,False,False,0.361
1319,False,False,True,True,True,0.742
1320,False,False,False,True,False,0.565
1321,True,False,True,True,True,0.803
1322,False,False,False,False,False,0.048
1323,True,False,False,True,True,0.602
1324,False,False,True,True,True,0.734
1325,True,True,True,True,True,0.966
1326,True,False,True,True,True,0.786
1327,True,False,True,False,False,0.49
1328,False,False,False,False,False,0.154
1329,False,False,True,False,False,0.355
1330,True,True,True,True,True,0.771
1331,False,True,True,False,False,0.301
1332,False,False,False,True,False,0.4
1333,True,False,True,True,True,0.765
1334,False,True,True,True,True,0.688
1335,True,False,True,False,False,0.591
1336,True,False,False,True,True,0.62
1337,False,False,True,False,False,0.418
1338,True,False,False,False,False,0.197
1339,False,False,True,False,False,0.408
1340,True,False,False,False,False,0.206
1341,True,True,False,True,True,0.768
1342,False,False,False,False,False,0.015
1343,True,False,True,True,True,0.919
1344,True,False,False,False,False,0.225
1345,False,False,True,True,True,0.7
1346,False,False,False,False,False,0.237
1347,True,True,True,True,True,0.842
1348,False,False,False,True,False,0.454
1349,True,False,True,True,True,0.855
1350,True,True,True,True,True,0.803
1351,True,True,False,True,False,0.572
1352,True,True,True,True,True,0.968
1353,True,True,False,True,True,0.603
1354,True,False,True,True,True,0.735
1355,True,False,True,False,False,0.463
1356,False,True,False,True,False,0.435
1357,False,False,True,False,False,0.372
1358,True,False,True,True,True,0.816
1359,True,False,True,True,True,0.724
1360,False,True,True,False,False,0.529
1361,True,True,False,True,False,0.572
1362,False,False,False,True,False,0.391
1363,True,False,True,False,False,0.528
1364,True,False,True,True,True,0.73
1365,True,True,False,True,False,0.547
1366,True,False,False,False,False,0.366
1367,True,False,False,False,False,0.322
1368,False,False,False,True,False,0.425
1369,False,False,False,True,False,0.509
1370,False,False,False,True,False,0.356
1371,False,False,False,False,False,0.24
1372,True,True,True,True,True,0.942
1373,True,False,True,True,True,0.809
1374,False,False,True,True,True,0.732
1375,False,False,True,False,False,0.324
1376,False,True,False,True,False,0.569
1377,True,False,False,False,False,0.199
1378,True,False,False,True,True,0.656
1379,False,False,False,False,False,0.138
1380,False,False,True,True,True,0.754
1381,False,False,False,True,False,0.441
1382,False,False,True,True,True,0.794
1383,True,True,True,False,False,0.478
1384,True,False,True,True,True,0.763
1385,False,False,False,False,False,0.193
1386,False,False,True,False,False,0.349
1387,False,False,False,False,False,0.029
1388,False,True,False,True,False,0.471
1389,False,True,True,False,False,0.537
1390,True,True,False,True,True,0.606
1391,False,False,False,False,False,0.168
1392,True,True,False,True,True,0.639
1393,False,True,False,True,True,0.647
1394,True,True,True,True,True,0.874
1395,False,True,False,True,False,0.415
1396,False,False,False,False,False,0.11
1397,False,False,False,False,False,0.202
1398,False,False,False,True,False,0.443
1399,True,False,True,True,True,0.702
1400,False,False,False,True,False,0.43
1401,True,False,False,False,False,0.131
1402,False,True,False,True,True,0.646
1403,False,False,False,False,False,0.088
1404,False,True,True,True,True,0.732
1405,False,False,False,False,False,0.103
1406,False,False,False,True,False,0.509
1407,False,False,False,True,False,0.528
1408,True,False,True,True,True,0.865
1409,False,False,False,False,False,0.04
1410,False,True,False,True,False,0.448
1411,True,True,False,False,False,0.296
1412,True,False,False,True,True,0.661
1413,True,False,True,True,True,0.811
1414,True,False,True,True,True,0.849
1415,False,False,False,True,False,0.356
1416,False,False,True,False,False,0.324
1417,True,True,True,True,True,0.919
1418,False,True,False,False,False,0.223
1419,True,True,False,True,True,0.749
1420,True,True,True,True,True,0.949
1421,True,False,False,False,False,0.353
1422,True,True,True,True,True,0.912
1423,False,False,True,True,True,0.698
1424,True,False,True,False,False,0.471
1425,True,False,True,False,False,0.532
1426,True,True,True,True,True,0.806
1427,False,True,True,False,False,0.376
1428,False,False,True,True,True,0.644
1429,False,True,True,False,False,0.488
1430,True,True,False,True,False,0.551
1431,False,False,True,True,True,0.69
1432,True,False,False,True,True,0.669
1433,True,False,False,True,False,0.459
1434,False,False,False,False,False,0.068
1435,False,True,False,True,False,0.567
1436,False,True,False,False,False,0.238
1437,True,True,False,True,True,0.67
1438,False,True,True,False,False,0.517
1439,True,False,True,False,False,0.457
1440,False,True,False,True,False,0.503
1441,True,False,True,True,True,0.866
1442,True,False,False,False,False,0.268
1443,False,True,False,True,False,0.434
1444,True,False,True,True,True,0.75
1445,False,True,True,True,True,0.864
1446,False,True,False,True,False,0.517
1447,True,True,True,True,True,0.964
1448,True,True,True,True,True,0.936
1449,True,False,True,False,False,0.47
1450,True,False,False,False,False,0.321
1451,True,False,True,True,True,0.853
1452,True,False,True,True,True,0.689
1453,False,False,False,False,False,0.193
1454,True,False,True,True,True,0.748
1455,False,False,False,True,False,0.532
1456,True,True,False,True,True,0.683
1457,True,False,True,True,True,0.698
1458,True,True,True,True,True,0.779
1459,False,True,False,False,False,0.211
1460,True,False,True,True,True,0.918
1461,True,False,True,True,True,0.81
1462,False,False,True,False,False,0.307
1463,True,False,True,False,False,0.379
1464,False,True,False,False,False,0.154
1465,False,False,True,True,True,0.772
1466,True,False,True,True,True,0.802
1467,False,False,False,True,False,0.492
1468,False,False,True,True,True,0.687
1469,True,True,False,True,False,0.589
1470,False,False,False,False,False,0.001
1471,False,False,True,True,False,0.563
1472,True,False,False,True,False,0.454
1473,False,True,False,False,False,0.186
1474,True,False,True,True,True,0.792
1475,False,False,True,True,True,0.755
1476,False,True,True,True,True,0.676
1477,True,True,False,True,False,0.572
1478,False,False,False,False,False,0.021
1479,False,False,False,True,False,0.359
1480,False,True,True,True,True,0.812
1481,False,True,False,True,False,0.573
1482,False,True,True,True,True,0.737
1483,True,True,True,True,True,0.847
1484,False,False,False,True,False,0.327
1485,True,False,True,True,True,0.734
1486,False,False,True,True,True,0.697
1487,True,False,True,True,True,0.762
1488,True,False,False,True,True,0.643
1489,True,False,True,False,False,0.599
1490,False,True,False,False,False,0.307
1491,False,False,False,True,False,0.345
1492,False,True,False,False,False,0.229
1493,True,False,True,False,False,0.41
1494,True,True,True,True,True,0.835
1495,True,False,True,True,True,0.826
1496,True,False,False,True,True,0.672
1497,True,True,False,True,True,0.604
1498,True,False,False,True,True,0.637
1499,False,False,True,True,True,0.604
1500,False,True,True,True,True,0.835
1501,False,True,True,True,True,0.682
1502,True,False,True,True,True,0.879
1503,False,False,False,True,False,0.344
1504,False,True,True,True,True,0.726
1505,False,True,False,False,False,0.168
1506,False,False,True,True,True,0.621
1507,False,False,False,False,False,0.107
1508,True,False,True,True,True,0.846
1509,False,False,True,False,False,0.302
1510,True,False,False,False,False,0.302
1511,True,True,True,True,True,0.923
1512,False,False,True,True,True,0.645
1513,True,False,True,True,True,0.697
1514,False,False,False,False,False,0.135
1515,False,False,False,False,False,0.012
1516,True,False,False,False,False,0.374
1517,True,False,True,False,False,0.543
1518,False,True,False,True,False,0.457
1519,True,True,True,True,True,0.894
1520,False,True,True,False,False,0.372
1521,True,True,False,True,True,0.647
1522,True,False,False,True,False,0.568
1523,False,False,False,False,False,0.003
1524,True,True,True,True,True,0.964
1525,False,True,True,True,True,0.675
1526,True,False,False,False,False,0.338
1527,False,False,True,False,False,0.391
1528,False,True,False,True,False,0.528
1529,True,True,False,True,True,0.677
1530,False,False,False,False,False,0.058
1531,False,False,False,False,False,0.156
1532,False,False,False,False,False,0.111
1533,True,False,True,True,True,0.835
1534,False,False,True,True,False,0.552
1535,True,True,False,True,False,0.569
1536,True,True,True,True,True,0.986
1537,True,True,True,True,True,0.773
1538,True,False,True,True,True,0.712
1539,False,False,False,False,False,0.196
1540,True,False,False,True,False,0.577
1541,True,False,True,True,True,0.882
1542,False,False,False,True,False,0.342
1543,True,False,False,True,False,0.53
1544,True,True,True,True,True,0.881
1545,False,False,False,False,False,0.227
1546,False,True,False,False,False,0.238
1547,False,False,False,False,False,0.243
1548,True,True,True,True,True,0.785
1549,True,True,True,True,True,0.803
1550,True,True,True,True,True,0.88
1551,True,False,False,True,False,0.538
1552,False,False,True,True,True,0.726
1553,False,True,True,False,False,0.458
1554,False,False,True,True,True,0.728
1555,True,True,False,True,True,0.619
1556,False,False,False,True,False,0.334
1557,False,False,True,False,False,0.259
1558,True,False,False,False,False,0.167
1559,False,False,False,False,False,0.19
1560,True,False,True,False,False,0.416
1561,True,False,True,True,True,0.874
1562,True,False,False,True,True,0.632
1563,False,True,False,False,False,0.159
1564,False,False,False,False,False,0.127
1565,False,True,False,True,False,0.416
1566,False,False,True,False,False,0.254
1567,False,False,False,True,False,0.436
1568,True,True,False,True,False,0.528
1569,True,False,True,True,True,0.757
1570,False,False,True,False,False,0.474
1571,True,False,True,True,True,0.863
1572,False,False,True,True,True,0.659
1573,False,True,False,False,False,0.175
1574,False,True,True,False,False,0.464
1575,False,False,False,False,False,0.069
1576,True,False,True,True,True,0.738
1577,False,False,True,True,True,0.644
1578,False,True,False,False,False,0.115
1579,False,True,False,False,False,0.297
1580,True,False,True,True,True,0.821
1581,False,False,False,True,False,0.498
1582,True,True,True,True,True,0.787
1583,False,False,True,True,True,0.739
1584,False,False,True,True,True,0.618
1585,True,False,True,True,True,0.687
1586,True,False,True,True,True,0.755
1587,False,True,True,True,True,0.806
1588,True,False,True,True,True,0.728
1589,True,True,False,True,False,0.584
1590,True,False,False,True,True,0.666
1591,False,False,False,True,False,0.487
1592,True,False,True,True,True,0.779
1593,False,False,True,False,False,0.343
1594,True,True,True,True,True,0.909
1595,False,True,False,False,False,0.149
1596,True,False,False,True,False,0.567
1597,False,True,True,False,False,0.375
1598,True,True,False,True,False,0.595
1599,False,True,True,True,True,0.785
1600,True,False,True,True,True,0.758
1601,True,False,True,True,True,0.816
1602,True,False,False,False,False,0.322
1603,True,True,False,True,False,0.528
1604,True,False,False,True,False,0.505
1605,False,True,True,False,False,0.516
1606,False,False,False,False,False,0.072
1607,True,True,True,True,True,0.784
1608,True,False,False,False,False,0.217
1609,False,True,True,True,True,0.874
1610,True,True,True,True,True,0.752
1611,False,False,True,False,False,0.436
1612,False,False,False,False,False,0.17
1613,False,True,False,False,False,0.191
1614,True,True,True,True,True,0.846
1615,True,True,False,True,True,0.701
1616,True,True,True,True,True,0.948
1617,True,True,False,True,True,0.76
1618,False,True,True,True,True,0.709
1619,False,True,False,False,False,0.298
1620,True,True,False,True,True,0.77
1621,True,True,True,True,True,0.997
1622,True,False,False,False,False,0.294
1623,False,True,False,False,False,0.164
1624,False,True,False,False,False,0.311
1625,True,False,True,True,True,0.819
1626,True,True,False,True,True,0.768
1627,False,False,False,True,False,0.423
1628,False,False,True,True,False,0.577
1629,True,False,True,True,True,0.836
1630,True,False,True,False,False,0.396
1631,True,False,True,True,True,0.739
1632,False,True,False,False,False,0.095
1633,False,False,False,False,False,0.111
1634,False,False,True,True,True,0.763
1635,False,False,False,True,False,0.35
1636,False,False,False,True,False,0.502
1637,True,True,False,True,True,0.621
1638,False,True,False,True,False,0.586
1639,False,True,False,False,False,0.297
1640,True,True,True,True,True,0.887
1641,False,False,False,True,False,0.544
1642,True,False,False,False,False,0.254
1643,False,False,True,False,False,0.319
1644,True,True,False,True,True,0.629
1645,False,True,True,False,False,0.335
1646,True,False,False,True,True,0.654
1647,True,True,True,True,True,0.885
1648,True,True,True,True,True,0.757
1649,False,False,False,True,False,0.423
1650,False,False,True,True,True,0.742
1651,False,False,True,True,False,0.588
1652,False,True,False,False,False,0.249
1653,True,False,True,True,True,0.772
1654,False,True,True,False,False,0.431
1655,True,False,True,True,True,0.799
1656,True,False,False,True,True,0.617
1657,True,False,False,True,False,0.514
1658,True,False,True,False,False,0.472
1659,False,True,False,False,False,0.225
1660,False,False,False,False,False,0.172
1661,True,True,False,True,False,0.542
1662,False,False,True,False,False,0.336
1663,True,True,True,True,True,0.973
1664,True,False,True,True,True,0.854
1665,True,False,True,False,False,0.401
1666,False,True,False,True,True,0.634
1667,False,False,True,False,False,0.268
1668,True,True,False,True,True,0.614
1669,False,False,True,True,True,0.693
1670,False,True,False,True,True,0.633
1671,True,False,True,True,True,0.822
1672,True,True,True,True,True,0.874
1673,False,True,False,True,False,0.463
1674,False,False,True,False,False,0.415
1675,False,False,False,False,False,0.073
1676,False,False,True,False,False,0.308
1677,True,False,False,True,False,0.465
1678,False,True,True,True,True,0.674
1679,True,False,False,False,False,0.303
1680,True,True,True,True,True,0.826
1681,False,True,False,False,False,0.222
1682,True,True,False,True,False,0.581
1683,False,False,False,True,False,0.524
1684,True,False,True,True,True,0.916
1685,False,True,True,False,False,0.495
1686,True,False,True,False,False,0.486
1687,False,False,True,False,False,0.405
1688,True,False,True,True,True,0.922
1689,False,False,True,False,False,0.39
1690,True,False,True,True,True,0.795
1691,True,True,True,True,True,0.761
1692,False,True,True,False,False,0.437
1693,False,False,False,True,False,0.481
1694,True,False,True,True,True,0.767
1695,True,False,True,True,True,0.745
1696,True,True,True,True,True,0.874
1697,False,False,False,True,False,0.334
1698,False,False,False,True,False,0.452
1699,False,True,False,False,False,0.32
1700,True,False,True,True,True,0.906
1701,True,True,False,True,True,0.615
1702,False,True,False,False,False,0.257
1703,False,False,False,False,False,0.03
1704,True,True,True,True,True,0.752
1705,True,True,True,True,True,0.843
1706,False,True,True,False,False,0.536
1707,False,False,True,False,False,0.455
1708,True,True,False,True,True,0.608
1709,True,False,True,False,False,0.388
1710,False,True,False,True,False,0.423
1711,True,False,True,False,False,0.502
1712,False,False,True,False,False,0.399
1713,False,False,True,False,False,0.295
1714,True,False,True,True,True,0.69
1715,False,True,True,False,False,0.495
1716,False,False,False,False,False,0.011
1717,True,True,True,True,True,0.79
1718,False,True,False,False,False,0.238
1719,False,True,False,True,False,0.46
1720,False,True,True,True,True,0.779
1721,True,False,False,True,True,0.665
1722,False,False,True,True,True,0.727
1723,True,True,False,True,False,0.596
1724,True,False,False,True,True,0.683
1725,True,True,True,True,True,0.766
1726,False,False,True,False,False,0.253
1727,True,True,True,True,True,0.914
1728,True,False,False,True,True,0.634
1729,False,False,False,False,False,0.168
1730,False,False,False,False,False,0.068
1731,True,True,True,True,True,0.923
1732,False,False,False,True,False,0.475
1733,False,False,True,False,False,0.335
1734,False,False,False,True,False,0.537
1735,True,False,False,True,True,0.687
1736,False,True,True,False,False,0.511
1737,True,False,False,True,False,0.456
1738,True,False,True,True,True,0.883
1739,True,False,True,True,True,0.71
1740,True,True,True,True,True,0.953
1741,True,True,True,True,True,0.994
1742,False,False,False,True,False,0.341
1743,False,False,False,False,False,0.111
1744,True,False,True,True,True,0.811
1745,False,False,False,False,False,0.106
1746,True,False,False,True,False,0.547
1747,False,True,False,True,False,0.586
1748,False,False,False,True,False,0.502
1749,True,False,True,True,True,0.738
1750,True,False,False,False,False,0.187
1751,True,True,True,False,True,0.66
1752,False,False,True,False,False,0.287
1753,False,False,False,False,False,0.159
1754,False,False,True,True,True,0.746
1755,True,False,True,True,True,0.878
1756,True,True,True,True,True,0.987
1757,False,True,True,True,True,0.631
1758,False,False,False,False,False,0.135
1759,False,True,False,True,True,0.609
1760,False,True,False,False,False,0.305
1761,True,True,True,True,True,0.9
1762,True,False,True,True,True,0.849
1763,False,True,True,True,True,0.686
1764,False,True,False,True,False,0.512
1765,False,True,False,False,False,0.178
1766,True,False,True,False,False,0.469
1767,True,False,True,True,True,0.708
1768,False,True,False,True,False,0.434
1769,True,True,True,True,True,0.75
1770,True,True,False,True,True,0.699
1771,True,False,False,False,False,0.307
1772,False,True,False,True,True,0.617
1773,False,False,False,False,False,0.14
1774,True,True,True,True,True,0.991
1775,True,False,True,True,True,0.766
1776,False,True,False,True,True,0.624
1777,False,False,True,True,True,0.735
1778,False,True,False,False,False,0.145
1779,False,False,True,False,False,0.392
1780,True,False,False,True,False,0.517
1781,True,False,True,False,False,0.374
1782,False,True,False,False,False,0.15
1783,True,False,False,False,False,0.188
1784,True,False,True,True,True,0.758
1785,False,False,False,False,False,0.249
1786,True,True,False,True,True,0.771
1787,True,False,True,True,True,0.828
1788,True,False,True,True,True,0.742
1789,True,False,False,True,True,0.691
1790,True,False,False,False,False,0.144
1791,True,True,False,True,False,0.53
1792,True,True,False,True,False,0.569
1793,True,True,False,True,True,0.725
1794,False,False,True,False,False,0.405
1795,False,False,False,True,False,0.397
1796,False,True,False,False,False,0.272
1797,True,True,False,True,False,0.537
1798,False,True,False,True,False,0.488
1799,True,True,True,True,True,0.97
1800,True,False,False,True,False,0.498
1801,True,False,True,True,True,0.92
1802,False,True,False,True,False,0.52
1803,False,True,True,True,True,0.835
1804,False,True,True,True,True,0.691
1805,False,True,False,False,False,0.231
1806,True,False,False,True,False,0.567
1807,True,False,False,True,True,0.695
1808,False,True,False,True,False,0.574
1809,False,True,False,False,False,0.107
1810,False,False,True,True,True,0.751
1811,False,True,True,True,True,0.72
1812,False,False,True,False,False,0.456
1813,False,False,True,False,False,0.282
1814,True,False,True,True,True,0.763
1815,False,False,False,False,False,0.015
1816,False,True,True,True,True,0.717
1817,False,False,False,True,False,0.451
1818,True,False,True,True,True,0.751
1819,True,True,True,True,True,0.88
1820,True,False,True,True,True,0.898
1821,True,False,False,True,True,0.61
1822,False,False,False,False,False,0.112
1823,True,True,True,True,True,0.797
1824,False,False,True,False,False,0.348
1825,False,False,False,True,False,0.336
1826,True,True,False,True,True,0.674
1827,True,False,True,False,False,0.389
1828,False,False,True,True,True,0.642
1829,True,False,True,True,True,0.688
1830,False,False,False,True,False,0.332
1831,True,False,False,False,False,0.173
1832,True,False,False,True,False,0.593
1833,True,True,False,True,False,0.569
1834,False,False,True,True,False,0.561
1835,False,False,True,True,True,0.685
1836,False,False,True,False,False,0.272
1837,False,False,True,True,True,0.798
1838,False,True,False,False,False,0.253
1839,True,False,True,True,True,0.826
1840,False,False,True,False,False,0.291
1841,True,False,True,True,True,0.703
1842,True,True,False,True,False,0.568
1843,True,False,True,True,True,0.692
1844,True,False,False,False,False,0.167
1845,False,False,False,False,False,0.212
1846,False,False,True,False,False,0.264
1847,False,False,False,True,False,0.563
1848,True,False,True,False,False,0.479
1849,True,False,True,False,False,0.553
1850,True,False,True,True,True,0.828
1851,False,False,True,False,False,0.385
1852,False,True,False,False,False,0.084
1853,False,False,False,False,False,0.24
1854,False,True,False,False,False,0.15
1855,False,False,False,False,False,0.207
1856,True,False,True,True,True,0.803
1857,True,False,True,True,True,0.858
1858,True,True,True,True,True,0.832
1859,False,False,False,True,False,0.534
1860,False,False,False,False,False,0.002
1861,False,False,False,True,False,0.391
1862,True,False,False,True,False,0.493
1863,True,True,True,True,True,0.941
1864,True,True,True,True,True,0.774
1865,True,False,True,False,False,0.478
1866,False,False,False,True,False,0.377
1867,True,True,True,True,True,0.774
1868,True,True,False,True,True,0.635
1869,True,False,False,True,True,0.693
1870,False,False,False,False,False,0.081
1871,True,True,True,False,False,0.522
1872,True,True,False,True,True,0.664
1873,False,False,False,False,False,0.189
1874,False,True,False,True,True,0.608
1875,True,False,False,False,False,0.274
1876,False,False,False,True,False,0.411
1877,True,False,True,True,True,0.701
1878,True,False,False,True,True,0.638
1879,True,True,True,True,True,0.767
1880,True,False,True,True,True,0.771
1881,True,False,True,True,True,0.905
1882,False,False,False,True,False,0.411
1883,True,True,False,True,False,0.534
1884,False,False,False,False,False,0.125
1885,False,True,True,False,False,0.404
1886,False,False,False,True,False,0.396
1887,True,True,False,True,True,0.644
1888,True,False,True,True,True,0.859
1889,False,False,False,False,False,0.228
1890,True,False,True,False,False,0.49
1891,True,True,False,True,True,0.691
1892,True,True,True,True,True,0.945
1893,True,False,False,False,False,0.2
1894,False,False,True,False,False,0.252
1895,True,False,True,True,True,0.815
1896,True,False,True,False,False,0.533
1897,False,False,False,False,False,0.223
1898,False,True,True,True,True,0.752
1899,True,True,False,False,False,0.235
1900,False,True,False,True,True,0.643
1901,True,True,True,True,True,0.925
1902,False,True,False,True,False,0.556
1903,False,False,False,False,False,0.091
1904,True,True,False,True,True,0.652
1905,False,False,False,True,False,0.501
1906,True,False,True,True,True,0.753
1907,True,False,True,False,False,0.519
1908,False,False,True,True,True,0.617
1909,False,False,False,True,False,0.404
1910,True,True,False,True,True,0.607
1911,False,False,False,False,False,0.122
1912,True,False,False,True,False,0.595
1913,True,False,True,True,True,0.777
1914,True,False,True,True,True,0.777
1915,True,True,False,True,True,0.699
1916,True,False,True,True,True,0.825
1917,False,True,False,True,False,0.483
1918,True,False,True,True,True,0.892
1919,False,True,False,True,False,0.524
1920,True,False,False,True,True,0.62
1921,False,True,True,False,False,0.4
1922,False,False,False,True,False,0.508
1923,False,False,False,False,False,0.203
1924,True,False,True,True,True,0.841
1925,True,False,False,False,False,0.242
1926,True,True,False,True,True,0.646
1927,False,True,False,False,False,0.289
1928,True,False,False,True,False,0.565
1929,False,False,False,False,False,0.218
1930,False,False,False,True,False,0.421
1931,False,True,False,True,False,0.52
1932,True,True,False,True,True,0.638
1933,True,True,False,False,False,0.384
1934,False,True,False,True,False,0.573
1935,True,False,True,True,True,0.89
1936,True,False,False,True,True,0.654
1937,False,False,True,True,True,0.799
1938,False,True,True,False,False,0.417
1939,True,False,True,True,True,0.838
1940,False,True,False,False,False,0.251
1941,True,False,False,True,False,0.477
1942,True,False,True,True,True,0.903
1943,True,False,True,True,True,0.885
1944,False,True,True,False,False,0.418
1945,True,False,False,True,False,0.589
1946,False,True,True,True,True,0.71
1947,False,False,False,True,False,0.471
1948,False,True,True,False,False,0.301
1949,False,False,True,False,False,0.36
1950,True,False,True,True,True,0.911
1951,False,False,False,False,False,0.155
1952,False,True,False,False,False,0.151
1953,True,False,True,True,True,0.879
1954,True,True,True,True,True,0.963
1955,False,True,False,False,False,0.241
1956,False,True,True,False,False,0.484
1957,False,False,False,True,False,0.333
1958,False,True,False,True,False,0.555
1959,False,False,False,True,False,0.376
1960,False,False,False,False,False,0.009
1961,False,True,False,False,False,0.23
1962,False,True,False,True,False,0.435
1963,False,True,True,True,True,0.851
1964,True,False,True,True,True,0.898
1965,False,False,True,True,True,0.668
1966,False,True,False,True,False,0.564
1967,True,False,True,True,True,0.714
1968,False,True,False,False,False,0.091
1969,True,True,False,True,True,0.614
1970,False,True,True,False,False,0.369
1971,True,True,True,True,True,0.818
1972,False,False,False,True,False,0.482
1973,True,True,False,True,True,0.727
1974,False,False,False,False,False,0.243
1975,False,False,True,True,True,0.672
1976,False,True,True,False,False,0.5
1977,False,True,False,False,False,0.189
1978,True,True,False,True,True,0.744
1979,False,False,False,True,False,0.4
1980,True,True,False,True,False,0.587
1981,False,False,False,False,False,0.135
1982,False,True,False,True,False,0.421
1983,True,False,True,True,True,0.769
1984,True,False,False,False,False,0.263
1985,False,False,True,True,False,0.561
1986,True,False,False,True,True,0.688
1987,False,True,False,True,True,0.611
1988,True,True,False,True,False,0.552
1989,False,False,True,False,False,0.238
1990,True,False,False,True,False,0.543
1991,False,False,True,False,False,0.253
1992,True,True,True,True,True,0.842
1993,False,False,True,True,True,0.77
1994,False,False,False,False,False,0.204
1995,True,False,False,False,False,0.146
1996,True,True,True,True,True,0.868
1997,False,False,True,False,False,0.271
1998,False,False,True,False,False,0.338
1999,True,False,False,True,True,0.694
2000,True,True,True,True,True,0.981
2001,False,False,False,False,False,0.014
2002,True,False,False,True,False,0.487
2003,True,False,True,True,True,0.843
2004,True,False,True,True,True,0.811
2005,True,True,True,True,True,0.899
2006,True,False,True,True,True,0.802
2007,True,True,True,True,True,0.793
2008,False,False,False,False,False,0.212
2009,True,True,True,True,True,0.926
2010,False,False,False,True,False,0.4
2011,False,False,True,True,True,0.699
2012,True,True,True,True,True,0.828
2013,True,False,True,True,True,0.794
2014,False,False,False,False,False,0.037
2015,False,True,True,True,True,0.627
2016,False,False,True,False,False,0.451
2017,True,False,False,False,False,0.14
2018,True,False,True,False,False,0.375
2019,False,True,False,False,False,0.143
2020,False,True,True,False,False,0.48
2021,False,False,True,True,True,0.764
2022,False,False,False,True,False,0.339
2023,True,False,False,False,False,0.19
2024,True,False,True,True,True,0.827
2025,False,False,False,False,False,0.005
2026,False,True,False,False,False,0.248
2027,True,True,True,True,True,0.852
2028,False,False,False,True,False,0.417
2029,True,True,False,True,True,0.774
2030,True,False,True,False,False,0.58
2031,True,True,True,True,True,0.897
2032,True,False,True,True,True,0.798
2033,True,False,False,True,True,0.646
2034,True,True,True,True,True,0.945
2035,True,False,True,True,True,0.686
2036,True,True,True,True,True,0.879
2037,True,False,False,False,False,0.252
2038,False,True,True,True,True,0.662
2039,False,True,False,False,False,0.172
2040,False,False,False,False,False,0.229
2041,True,True,False,False,False,0.376
2042,True,False,True,True,True,0.688
2043,False,True,False,True,False,0.474
2044,True,False,True,True,True,0.903
2045,True,True,False,True,False,0.566
2046,False,False,False,True,False,0.418
2047,True,True,False,True,False,0.569
2048,True,True,True,True,True,0.954
2049,False,False,False,True,False,0.432
2050,True,False,True,True,True,0.792
2051,False,True,False,False,False,0.152
2052,True,False,False,False,False,0.185
2053,True,False,False,False,False,0.367
2054,False,False,True,False,False,0.405
2055,False,False,False,False,False,0.022
2056,False,False,False,False,False,0.058
2057,False,True,False,True,False,0.411
2058,True,False,True,True,True,0.905
2059,True,True,False,True,False,0.596
2060,True,True,True,True,True,0.763
2061,False,True,False,False,False,0.23
2062,True,False,True,False,False,0.542
2063,False,False,False,False,False,0.092
2064,True,False,True,True,True,0.705
2065,True,False,False,True,False,0.511
2066,True,False,False,True,False,0.559
2067,True,False,True,True,True,0.913
2068,True,False,False,True,False,0.463
2069,True,True,False,True,True,0.69
2070,False,False,False,False,False,0.044
2071,False,False,False,True,False,0.403
2072,True,True,True,True,True,0.777
2073,False,False,False,False,False,0.1
2074,True,False,False,True,True,0.616
2075,True,False,True,False,False,0.455
2076,True,True,True,True,True,0.856
2077,False,True,True,False,False,0.39
2078,True,False,False,True,False,0.579
2079,False,True,False,False,False,0.237
2080,False,True,True,True,True,0.698
2081,True,True,True,True,True,0.757
2082,False,True,False,False,False,0.307
2083,False,True,False,True,False,0.545
2084,False,True,False,True,False,0.523
2085,False,False,True,True,True,0.674
2086,False,True,True,False,False,0.544
2087,True,False,False,True,False,0.451
2088,True,True,True,True,True,0.845
2089,False,False,False,True,False,0.424
